CellNum,cycle_lives,SurfFit_p1,SurfFit_p2,SurfFit_p3,slope_2pt9V,int_2pt9V,slope_2pt9V_corr,int_2pt9V_corr,heatmap_mean_abs,heatmap_mean,heatmap_var,heatmap_mean_abs_corr,heatmap_mean_corr,heatmap_var_corr,DeltaQ_min,DeltaQ_mean,DeltaQ_var,DeltaQ_skew,DeltaQ_kurt,DeltaQ_2V,Q_cycle2,Q_lastcycle,Qmax_minus_Q2,chargetime,Tmax,Tmin,Qlinfit_allcycles_int,Qlinfit_allcycles_slope,Qlinfit_last10cycles_int,Qlinfit_last10cycles_slope,IR_min,IR_cycle2,IR_diff,log_SurfFit_p1,log_SurfFit_p2,log_SurfFit_p3,log_slope_2pt9V,log_int_2pt9V,log_slope_2pt9V_corr,log_int_2pt9V_corr,log_heatmap_mean_abs,log_heatmap_mean,log_heatmap_var,log_heatmap_mean_abs_corr,log_heatmap_mean_corr,log_heatmap_var_corr,log_DeltaQ_min,log_DeltaQ_mean,log_DeltaQ_var,log_DeltaQ_skew,log_DeltaQ_kurt,log_DeltaQ_2V,log_Q_cycle2,log_Q_lastcycle,log_Qmax_minus_Q2,log_chargetime,log_Tmax,log_Tmin,log_Qlinfit_allcycles_int,log_Qlinfit_allcycles_slope,log_Qlinfit_last10cycles_int,log_Qlinfit_last10cycles_slope,log_IR_min,log_IR_cycle2,log_IR_diff
46,444,-0.000953217597294011,-0.00132764761544464,0.000551044200603012,-0.000354136171946665,0.962251495625515,-0.000354136171946665,0.00467321083616012,0.750643606588381,0.750642095134884,0.178997131127433,0.00123423680417904,-0.000354268667131282,4.10978084092406e-06,-0.00915673351234625,-0.0034614032569188,7.34665739601618e-06,-0.41989856859659,2.23425903260409,-0.00176640787469684,1.0728973,1.0748228,0.00274989999999997,10.124655,36.987522,29.892767,2.46087684729259e-05,1.07475749073892,-6.11745454545178e-05,1.07674165090909,0.015997788,0.016936054,-0.000855160000000001,-3.02080794876668,-2.87691718022093,-3.25881356392847,-3.45082971155162,-0.0167114052098295,-3.45082971155162,-2.33038462494286,-0.124566210039351,-0.124567084511029,-0.747153929609547,-2.90860150733538,-3.45066725662456,-5.3861813367894,-2.03825942486548,-2.46074780201975,-5.13391021257007,-0.376855605837559,0.349133522364686,-2.75290900784935,0.0305581523686311,0.0313368704603893,-2.5606830989835,1.00538023345224,1.56805523648503,1.47556611702031,-4.60891011968994,0.0313104807025032,-4.2134292489043,0.0321115129137007,-1.79594006270693,-1.77118777025408,-3.06795262139323
47,480,-0.000548006761273215,-0.000999100004968614,0.00095384232066474,-0.00028568534237075,0.954993323657765,-0.000285685342370745,0.0034685062959841,0.745843477930514,0.745841475272343,0.177770986848609,0.000992055010562881,-0.000315171502351063,3.08957111396676e-06,-0.00785744236512065,-0.00232747353119662,6.5592363287211e-06,-0.794564468895214,2.21307765481697,-0.000121855753645983,1.0680153,1.0726393,0.00481940000000014,10.1628663333333,35.780178,29.388,0.000119739211822692,1.06974064502463,3.45672727272971e-05,1.07168791454545,0.016727364,0.017180175,-0.000308500999999999,-3.26121408318437,-3.0003910388688,-3.02052341242907,-3.54411204134915,-0.0199996645510463,-3.54411204134916,-2.45985751283847,-0.127352303631001,-0.127353469753098,-0.750139116705001,-3.00346424506204,-3.50145305809618,-5.51010180399434,-2.10471879587855,-2.63311524925988,-5.18314672122322,-0.0998708595018465,0.344996653180221,-3.91415395997365,0.0285774742824047,0.0304537048594429,-2.31700702668001,1.00701621357656,1.55364249677427,1.46817003117234,-3.9217636049024,0.0292784972294023,-4.46133488387122,0.0300683331891297,-1.77657249241787,-1.76497241668945,-3.51074342387133
48,511,-0.00120643340793297,-0.00248411519895249,0.00106459446701281,-0.000521489006562951,0.953744831490941,-0.000521489006562952,0.0060726137362637,0.743595796632351,0.743594247242456,0.178966858355267,0.00188487489183996,-0.000670252964708073,8.03410131074438e-06,-0.0148564037963586,-0.00620950224594712,2.09823296552463e-05,-0.204721292165241,2.05942362064291,-0.00348930018025317,1.0687391,1.0702686,0.00379210000000008,10.1946226666667,37.330772,29.368935,-2.00431527093344e-05,1.07184175940887,-0.000161312121212105,1.07505920909091,0.015648872,0.016829265,-0.001029189,-2.91849664504853,-2.60482826795226,-2.97281579530402,-3.28275484244238,-0.0205678025479894,-3.28275484244238,-2.21662434238217,-0.128663073855135,-0.128663978771738,-0.747227385590156,-2.72471747070312,-3.17376125634022,-5.09506269607711,-1.8280863050042,-2.20694321149853,-4.6781462940143,-0.688836985920878,0.313745689592544,-2.45726166711832,0.0288716984178734,0.0294927840953879,-2.42112021857142,1.00837115588001,1.57206697122481,1.46788819807168,-4.69803396461237,0.0301306733341493,-3.79233299790709,0.0314323837617082,-1.80551696174891,-1.77393485095315,-2.98750486418811
49,561,-0.000479948252901961,-0.00122016892329359,0.000704137285098662,-0.00037508273260644,0.95362152634424,-0.000375082732606442,0.00441037997155826,0.743624365275149,0.743618626720361,0.180939154459686,0.00120144873644854,-0.000445598164305995,4.28089560083934e-06,-0.0112556541216468,-0.00367063867054412,1.30585270298804e-05,-0.662699053107002,2.21014663169924,-0.000928812263330414,1.0690521,1.0736485,0.00488970000000011,10.114951,38.680359,29.682396,9.69715270936365e-05,1.07156652108374,-2.11654545454182e-05,1.07427562909091,0.017548179,0.018265773,-0.000579357999999999,-3.31880558489652,-2.9135800403287,-3.15234265854514,-3.42587292866813,-0.0206239540520329,-3.42587292866813,-2.35552399274479,-0.128646388761371,-0.128649740228068,-0.742467443500645,-2.92029475499116,-3.3510566069578,-5.36846536327343,-1.94862926093296,-2.43525836436885,-4.88410580766064,-0.178683649947152,0.344421087814224,-3.03207205913773,0.0289988709628881,0.0308621216835407,-2.31071778552694,1.00496378325303,1.58749049620195,1.47249895481385,-4.01335576512907,0.0300191365004491,-4.67437240026121,0.0311157234822942,-1.75576794422858,-1.73836194389932,-3.23705299175114
50,477,-0.000545113702775463,-0.00136329896130431,0.000884087611392104,-0.00033693232062636,0.960836848880888,-0.000336932320626379,0.00454371369065594,0.748532161315698,0.748528212829096,0.180834674880484,0.00119089820330758,-0.00031828837555886,3.9020010280331e-06,-0.00997635257279628,-0.00326782994887347,1.0585201871877e-05,-0.563577522697012,2.21833250857039,-0.0010442190603055,1.0717047,1.0758678,0.00422389999999995,10.107076,37.285442,30.287474,8.6821034482785e-05,1.07379266689655,7.64303030305178e-06,1.07559597272727,0.017036082,0.017606791,-0.000522740000000001,-3.26351290077367,-2.86540889617739,-3.05350469510143,-3.47245732681521,-0.0173503497363319,-3.47245732681519,-2.34258904228069,-0.125789535091307,-0.125791825988819,-0.742718290313213,-2.92412535995403,-3.49717922227384,-5.40871262052094,-2.00102821092144,-2.48574055134018,-4.97530085507431,-0.249046336292487,0.346026643622935,-2.981208383803,0.0300751353309643,0.0317589095666227,-2.3742863721888,1.00462553138363,1.57153929579795,1.48126305432967,-4.06137504379692,0.0309204337702276,-5.11673441852283,0.0316491674582953,-1.76863027819785,-1.75431979099397,-3.2817142664708
51,458,-0.0010021679937433,-0.00171124846244551,0.000538431877022519,-0.000514769279155991,0.953324436855534,-0.000514769279156005,0.00603142202163999,0.744346499116468,0.744344647815728,0.179536125355146,0.00158904201936892,-0.000539279560143687,5.85387780517015e-06,-0.0126786406384951,-0.00457207180071342,1.3021488248346e-05,-0.533146323486714,2.55608087750014,-0.00253130662772127,1.0712759,1.0728163,0.00297069999999988,10.1726386666667,38.299118,30.243517,3.16694581282712e-06,1.07354672541872,-0.000101339999999966,1.07591922,0.016133603,0.017133227,-0.000956277000000002,-2.99905947144251,-2.7666869290708,-3.26886923629306,-3.28838737919411,-0.0207592744324847,-3.28838737919409,-2.219580282662,-0.128224849906535,-0.128225930063017,-0.745848151743847,-2.79886461850138,-3.26818604009573,-5.23255634734367,-1.89692730756215,-2.33988695797737,-4.88533937666587,-0.273153581289256,0.407574591308085,-2.59665524375463,0.0299013348996161,0.0305253634138974,-2.52714120377462,1.00743361858015,1.58318877260717,1.48063229360425,-5.49935936744321,0.0308209515667686,-3.9942191000455,0.0317796657307373,-1.79226863395749,-1.76616083106232,-3.01941628957901
52,483,-0.00131642186163303,-0.0022972587022619,0.00145557229761659,-0.00057956490646665,0.971199640026945,-0.00057956490646667,0.00751742064198903,0.754496633313196,0.754494852577301,0.182526270814835,0.00169342687771559,-0.000538488385473272,7.52069948026011e-06,-0.014464232195785,-0.00564631994153632,2.10951570015736e-05,-0.566064537465496,2.04856545375224,-0.00269782626943038,1.080285,1.0822783,0.00293180000000004,10.2309236666666,37.775658,30.014793,9.78719211826745e-06,1.08256824630542,-7.83393939393844e-05,1.08459703454545,0.016480118,0.017087275,-0.000497062999999999,-2.88060491405029,-2.63879009464462,-2.83696621847927,-3.23689791959373,-0.0126914872391023,-3.23689791959371,-2.12393114785374,-0.122342693776746,-0.122343718784216,-0.738674619159197,-2.7712335514789,-3.26882365945841,-5.12374176495492,-1.83970461503943,-2.24823451674755,-4.67581723801553,-0.247134051731662,0.311449844661771,-2.56898602080831,0.033538345856332,0.0343389508013381,-2.5328656594944,1.00991484438938,1.57721203788943,1.47733535254721,-5.00934188658821,0.0344552842952379,-4.10601979262731,0.0352684126733749,-1.78303968301722,-1.7673271910431,-3.30358856334235
53,485,-0.000485111412435451,-0.00122324042199508,0.000847720110125037,-0.000316780870069641,0.967474189348543,-0.000316780870069659,0.00341130613751732,0.754271533768324,0.754268833230162,0.18163649943583,0.00100882145328136,-0.000359029643254865,2.66701974360556e-06,-0.00933912090232902,-0.00283590208779913,9.26553572771902e-06,-0.836058384223671,2.3088126390529,-0.000220465439658257,1.0780684,1.0826117,0.00457189999999996,10.114209,37.052044,29.890366,0.000101044236453218,1.08024810256158,1.34987878787924e-05,1.08221215090909,0.016895344,0.017164165,-0.000133066999999997,-3.31415850830644,-2.91248817609201,-3.07174751412623,-3.49924105269506,-0.014360612431041,-3.49924105269503,-2.46707930437785,-0.12247228226234,-0.122473837181051,-0.740796876570411,-2.99618569076622,-3.44486969245084,-5.5739737692718,-2.02969400227483,-2.54730876765773,-5.03312946497263,-0.0777633935408728,0.363388691199136,-3.65665948121696,0.0326463163239805,0.0344727162872623,-2.33990327738506,1.00493192364979,1.56881217111252,1.47553123289834,-3.99548845352868,0.0335235121526629,-4.8697052271484,0.0343124058145846,-1.7722329612859,-1.76537731922413,-3.87592963419367
54,494,0.000459054406358473,-0.000618004517280448,0.000748253070525489,-0.00014059365234687,0.949257744606696,-2.03238638709654e-05,0.000559207741270169,0.744710871271562,0.74470645001116,0.179483833447336,0.00190409571722489,-0.000413142427099941,1.77677996587741e-05,-0.00618740568433507,-0.000891397560783332,7.43307799320382e-06,0.338624633515162,4.08164923460977,0.000277213397409382,1.0656468,1.0748903,0.0105529000000002,10.161191,34.859463,28.420389,0.0002230961576355,1.06946859596059,0.000116064242424264,1.07170098181818,0.016974878,0.017780064,-0.000504403,-3.33813583955857,-3.20900835044063,-3.12595149231665,-3.85203428680523,-0.0226158509422005,-4.69199372265205,-3.25242682516,-0.128012306289853,-0.128014884652502,-0.745974663301848,-2.72031122379937,-3.38390020345177,-4.7503663513292,-2.20849140803171,-3.04992855864987,-5.12883131024288,-0.470281451984405,0.610835679944268,-3.55718578459282,0.0276132851515266,0.0313641437533121,-1.97662817724506,1.00694461487836,1.54232069264394,1.45363001797559,-3.65150790946547,0.0291680364051944,-3.93530155898453,0.0300736285832121,-1.77019333835039,-1.75006668010389,-3.29722233907046
55,487,0.000363588057899006,-0.00117527700973466,0.000746926722238142,-0.000309996709510123,0.942017146695724,-0.000178965205393645,0.00351280509128232,0.737419354960143,0.737416009615581,0.176933134003688,0.00187920119737666,0.000150688055530374,1.16577292508321e-05,-0.00804842842607778,-0.00234310813135793,7.30524718594366e-06,-0.357723145653664,2.78641274911854,-0.000942637476088359,1.063838,1.0669477,0.00377139999999998,10.1859743333334,38.023735,29.025993,5.63992118226568e-05,1.06563331950739,-4.4139999999945e-05,1.06798098,0.016697574,0.017536523,-0.000435537,-3.43939038967927,-2.92985975924719,-3.12672200285479,-3.50864291600179,-0.0259411920610905,-3.74723139681007,-2.45434594645872,-0.132285467703493,-0.132287437909413,-0.752190829795241,-2.72602671950955,-3.82192117119456,-4.93338603532941,-2.09428891373332,-2.63020766882153,-5.13636508436006,-0.446452958915993,0.445045448551516,-3.02565529814859,0.0268754991407601,0.028143131553724,-2.4234974032666,1.00800257750424,1.5800547745552,1.46278708618989,-4.24872696522699,0.0276077912668883,-4.3551676711749,0.0285635182781173,-1.7773466231607,-1.75605651083333,-3.36097494464423
56,461,-0.000985499995630683,-0.00176893423168161,0.000777425500355944,-0.00050695530053156,0.91813126237101,-0.000506955300531573,0.00778252522237667,0.718854021880641,0.718851383834199,0.169157419993938,0.00192519330173643,-0.000113850302057397,1.00853950869637e-05,-0.0130451573128249,-0.00448344177070027,2.1726198255323e-05,0.229343736147263,3.06826009999619,-0.00333382749523614,1.0480373,1.0464903,0.00164249999999999,10.333377,35.859211,29.45009,-8.92745320196874e-05,1.0496182235468,-0.000157412121212092,1.05123318909091,0.01643493,0.017928939,-0.001034869,-3.00634337331003,-2.75228831369781,-3.10934121816547,-3.29503033176784,-0.0370952246286113,-3.29503033176783,-2.1088794631387,-0.143359293105802,-0.143360886880171,-0.771708947377943,-2.71552565801897,-3.94366581281619,-4.99630708399288,-1.88455067933265,-2.34838846632609,-4.66301626176888,-0.639513116852373,0.486892172488507,-2.47705687595531,0.0203767396094487,0.0197352071840239,-2.78449462176818,1.01424227435516,1.55460072967357,1.46908662633683,-4.04927241771653,0.0210313623489532,-3.80296182869334,0.021699063794382,-1.78423214133462,-1.74644541038647,-2.98511462235961
57,502,2.99296720636534e-05,-0.000524801812706557,0.000214411778398196,-0.000365999750105566,0.975302656569208,-0.000330026748831421,0.00366268107112448,0.759634167961354,0.759631218842954,0.184168600390216,0.00147951548528328,-0.000192789653567044,6.79886832220555e-06,-0.0105640104814824,-0.00302871016156326,1.5056027484753e-05,-0.552451349509404,2.38391598530683,-0.000249461620554836,1.0831043,1.088836,0.00601370000000001,10.147933,37.303005,29.585344,0.000141565763546817,1.08544344433498,-4.51696969696887e-06,1.08889405272727,0.017116761,0.017545482,-9.66540000000016e-05,-4.52389804165383,-3.28000467354266,-3.66875136099028,-3.43651921112966,-0.0108605928335533,-3.48145085891274,-2.43620089599037,-0.119395509149153,-0.119397195208559,-0.734784412356769,-2.8298804849556,-3.71491627706862,-5.16756336998831,-1.97617117656321,-2.51874228535201,-4.82228960111225,-0.257705961208292,0.3772909457995,-3.6029962607154,0.0346702800172018,0.0369624714374564,-2.22085824095022,1.00637759120378,1.5717438184669,1.47107662334882,-3.84904176430505,0.0356072000123544,-5.34515282298374,0.0369856258032497,-1.76657841331023,-1.75583469658138,-4.01478016810225
58,489,3.28921563654674e-05,-0.000894883081257393,4.12152219426073e-05,-0.000379225832017379,0.955527077006685,-0.000379225832017379,0.00494575922017401,0.748448087747204,0.748445369823055,0.182353170585456,0.00171090438303369,-0.000195319279370849,7.68474033372529e-06,-0.0116744148906084,-0.00367447119700615,1.33330063212168e-05,-0.808318605988822,2.48949291948781,-0.000929053442051409,1.0768799,1.0813951,0.00513699999999995,10.1215760000001,37.163727,29.713177,0.000106850788177366,1.07929566669951,-2.29012121211764e-05,1.08225101090909,0.017165525,0.017655412,-0.000258873,-4.48290765382276,-3.04823370265245,-4.38494235715256,-3.42110208715544,-0.019757001724642,-3.42110208715544,-2.30576703069514,-0.125838316879754,-0.125839893985264,-0.739086681180486,-2.76677426110834,-3.70925488671149,-5.11437080266463,-1.93276487659892,-2.43480515256528,-4.87507191498915,-0.0924174244362923,0.396110895410938,-3.03195930331478,0.0321672709157205,0.0339843973759267,-2.28929043427567,1.00524814044983,1.57011926114424,1.47294909003332,-3.97122226994522,0.0331404334005947,-4.64014153060304,0.0343280001511997,-1.76534290933021,-1.75312214345128,-3.58691324335612
59,513,-0.000603260147184586,-0.0011674821509476,0.00101563473078451,-0.00032868720598557,0.965703394338896,-0.000328687205985581,0.00406122707717161,0.754554874902366,0.754552684601158,0.182171651746715,0.00110584197329629,-0.000343180573326668,3.90098897859677e-06,-0.00941301854982224,-0.00320435398015343,1.060860196357e-05,-0.721004721546527,1.9376283167556,-0.000192839141101686,1.079723,1.0851352,0.00541220000000009,10.1474716666666,35.214756,29.569147,0.000126759605911338,1.08205740147783,2.7250303030329e-05,1.08432878727273,0.016888004,0.017338831,-0.000345537,-3.21949536427337,-2.93274975042285,-2.99326245635073,-3.48321720032363,-0.0151562420957477,-3.48321720032361,-2.39134272693313,-0.122309170731749,-0.122310431391696,-0.739519203915363,-2.95630693001944,-3.46447730455242,-5.40882527669189,-2.02627108546607,-2.494259514081,-4.97434184508189,-0.142061891265469,0.287270472682153,-3.71480481151608,0.0333123527078462,0.0354838515080217,-2.26662616305529,1.00635784737267,1.54672468354985,1.47083879633754,-3.89701911967736,0.034250300034726,-4.56462866389494,0.0351609877815199,-1.77242167683578,-1.76098018640787,-3.46150544167481
60,527,-0.000439547019573005,-0.00173364080235617,0.000812976020553348,-0.000448885062557582,0.954177700817541,-0.000404974805711813,0.00536312539892748,0.745524087346633,0.745521092584914,0.18037035408111,0.00170271048844789,-0.000308383684533621,7.26183040699778e-06,-0.0135199009556237,-0.00549279535179636,2.0520225248005e-05,-0.442431454954223,1.86179648373371,-0.00212013320238702,1.0745209,1.0776398,0.00356000000000001,10.250747,36.126663,29.535824,3.30489655172821e-05,1.07700699931034,-3.08036363636223e-05,1.07840541272727,0.01690297,0.017877026,-0.00082546,-3.35699466041081,-2.76104088016678,-3.08992226411681,-3.347864846273,-0.0203707371431111,-3.3925719942685,-2.27058204837992,-0.1275383202422,-0.127540064801662,-0.743834842165519,-2.76885918877147,-3.51090860696497,-5.13895389783088,-1.86902648994643,-2.26020658143399,-4.6878178763366,-0.354154004154923,0.269932205741958,-2.67363685263523,0.0312148671670595,0.0324736226195205,-2.44855000202712,1.01075551477295,1.5578278478781,1.47034909145116,-4.4808421300412,0.0322185257232204,-4.51139801208928,0.0327820590054945,-1.77203697933395,-1.74770472822562,-3.0833039668593
61,495,-0.000195725576967201,-0.00010369851465139,0.000290055752431474,-0.000192097592743773,0.957059236339177,-0.000192097592743779,0.00396366504811709,0.749518447349053,0.749516204284501,0.177827237219109,0.0011135154070316,0.000172925829749095,5.61081510703039e-06,-0.00459911140729308,-0.00101100973573317,2.36991654962025e-06,-0.936628735782629,2.54836142505296,0.000516708639425545,1.0679682,1.0726992,0.00511060000000008,10.0588929999999,36.811321,27.333973,0.000125625714285719,1.06962032995074,5.01460606060547e-05,1.07140798545455,0.016777694,0.017488673,-0.000260558000000001,-3.70835241803179,-3.98422746427947,-3.53751851711425,-3.71647807743215,-0.0190611811164984,-3.71647807743213,-2.40190305295081,-0.12521767371189,-0.125218973415745,-0.750001718798806,-2.95330376952126,-3.76214013177137,-5.25097404234973,-2.33732607009837,-2.99524466225783,-5.62526694625889,-0.0284325221888021,0.406261022475992,-3.28675427694191,0.0285583212598266,0.0304779567334224,-2.29152810937755,1.00255018842915,1.56598140268754,1.43670276109526,-3.90092145590637,0.0292296488364971,-4.29976317878019,0.0299548789473507,-1.77526773074786,-1.75724314253055,-3.58409558800281
62,461,-0.000438387657563538,-0.00119141138300852,0.00101381753047848,-0.000267052434071559,0.939197934394054,-0.000267052434071561,0.0035916846159903,0.737980747492429,0.737977004176831,0.177926165308491,0.00129336556674674,-0.000192153743421673,5.4606651614609e-06,-0.0085649501509627,-0.00303469141771687,8.64355061154657e-06,-0.574185408129659,1.79178804640704,-0.000524417797840515,1.0672674,1.0720289,0.00482329999999997,10.0419866666667,33.972847,28.291601,0.000105014334975395,1.06950251891626,9.80121212122943e-06,1.07166618909091,0.016953357,0.017678419,-0.000553833,-3.3581416815481,-2.92393825487158,-2.9940402034221,-3.57340345926373,-0.0272428712521792,-3.57340345926373,-2.44470180550933,-0.131954967942357,-0.131957170852714,-0.749760181126216,-2.88827870545087,-3.71635115045782,-5.2627544528342,-2.0672751603371,-2.51788546353311,-5.06330782068733,-0.240947848497982,0.253286634946633,-3.28032257752207,0.0282732439748225,0.0302064933244263,-2.31665572495503,1.00181964040052,1.53113194323684,1.45165752454401,-3.97875141354168,0.0291818117688297,-5.0087202115515,0.0300595290022619,-1.77074429261008,-1.75255657700833,-3.256621170492
63,471,-7.04669958799808e-05,-0.00123444258396829,0.000706134939000291,-0.000278417862939733,0.952198632369086,-0.000278417862939754,0.00330847424853704,0.746636658408726,0.746632644964627,0.183092420138621,0.00157533393235148,-0.00032383564022031,7.72095819896968e-06,-0.00980323829910967,-0.0030452522907144,9.14021587262251e-06,-0.839999919830862,2.55774411230576,-0.000620156491043744,1.0766411,1.0822917,0.00588520000000003,10.0082323333333,35.477097,29.119488,0.000114063596059136,1.07963178246305,2.04884848484778e-05,1.08168264363636,0.017301282,0.018048871,-0.000577019000000002,-4.15201424277202,-2.90852910503997,-3.15111229942488,-3.55530290438013,-0.0212724466327596,-3.5553029043801,-2.48037224133225,-0.126890690871294,-0.126893025368657,-0.73732963472676,-2.80262737228352,-3.48967535601737,-5.11232879879616,-2.00863044031518,-2.51637672144613,-5.03904354702529,-0.0757207553869468,0.407857093632704,-3.20749870627419,0.0320709546757548,0.0343443278933773,-2.23023877370067,1.00035737861117,1.54994807540823,1.46418373462694,-3.94285294062378,0.0332756609392737,-4.68849015708321,0.0340998612011934,-1.76192171508522,-1.74354995906608,-3.23880988622156
64,468,-6.35589288757367e-05,-0.000662396381173142,0.000552011338050227,-0.00020613122114426,0.946332938262174,-0.000206131221144268,0.00272468387153133,0.742377330021025,0.742373284798602,0.177680295526363,0.0013322323323574,-0.000235189005875744,6.47522210643938e-06,-0.00735086794193718,-0.0022872602004928,5.78693387939336e-06,-0.710516471821701,2.03530547372408,-1.15061992300713e-05,1.065841,1.0714658,0.00565639999999989,10.1474093333333,35.939972,29.155989,0.000131089999999999,1.06809199793103,3.59248484848574e-05,1.07026601636364,0.017141469,0.017624324,-0.000267010000000002,-4.19682343033308,-3.17888204886935,-3.25805200197718,-3.68585622392304,-0.0239560435012308,-3.68585622392302,-2.56468387900709,-0.129375298638733,-0.129377665120698,-0.750360732119634,-2.87542003052452,-3.62858298361246,-5.18874533026653,-2.13366137926416,-2.64068442690603,-5.23755147978932,-0.148425849420747,0.308629600586557,-4.93906811042772,0.0276924223519544,0.0299783134008786,-2.24745988640171,1.00635517960411,1.55557773442431,1.46472777770554,-3.88243043653618,0.028608661375177,-4.44460505485217,0.0294917357040118,-1.7659519623862,-1.75388753185146,-3.57347247322908
65,509,0.000142349030416408,-0.000430018985963891,0.00026682283927284,-0.000148494889386459,0.955935817658773,-6.10800878523486e-05,0.0012912563516648,0.74892703645258,0.748923560698118,0.180202161567754,0.00148063997098743,-0.000182980720533967,8.7737861440274e-06,-0.00540342144193895,-0.00105682117733036,3.34442379313955e-06,-0.843410181733251,2.93492932871271,0.000400990407497526,1.07155,1.0774736,0.00596829999999993,10.1396863333334,37.596786,29.461449,0.000139859605911348,1.073900191133,4.28896969697259e-05,1.07605693272727,0.01686197,0.017233955,-8.49830000000003e-05,-3.84664548662196,-3.36651236926385,-3.57377699879734,-3.82828849280773,-0.0195712656447709,-4.21410034696331,-2.88898752918099,-0.125560490991516,-0.125562506547655,-0.744240003860188,-2.82955053069003,-3.73759466659087,-5.05681295547937,-2.26733115817419,-2.97599849260628,-5.47567869553914,-0.0739611604424783,0.467597648166387,-3.39686601645892,0.0300124406298006,0.0324066379837836,-2.22414935492715,1.00602452049934,1.57515072040307,1.46925410290134,-3.854307699825,0.0309639196741145,-4.36764702218809,0.0318352498760805,-1.77309168770953,-1.76361504538587,-4.07066794186913
66,498,-0.00012344720370012,-0.000391478344091376,0.000719740653244792,-0.000187935434660684,0.965419971509924,-0.000187935434660712,0.00273050778804217,0.752718153793831,0.752716092300962,0.179795670658202,0.00121600877847675,-0.000171020468505157,4.62541581258373e-06,-0.00700766868857805,-0.00113431247764347,7.2419895652539e-06,-0.672281863396801,2.77331150547008,0.00141029551965022,1.0725043,1.0784181,0.00591379999999986,10.114581,38.176014,30.098085,0.000161853940886724,1.07410873004926,6.28763636363453e-05,1.07640635272727,0.016837668,0.017144648,4.1012e-05,-3.90851874316714,-3.40729225736529,-3.14282396628394,-3.72599132726121,-0.0152837212342931,-3.72599132726115,-2.56375658041798,-0.123367609676617,-0.123368799094196,-0.745220769954792,-2.91506328984104,-3.76695190816421,-5.33484921925072,-2.15442643910648,-2.94526729057327,-5.14014210527928,-0.172448604843648,0.442998653389137,-2.85068987379447,0.0303990420805647,0.0327871683827834,-2.2281333670546,1.00494789668103,1.5817905812558,1.47853886435165,-3.79087672175093,0.0310482464196728,-4.20151258303632,0.0319762522153311,-1.77371805801824,-1.76587142703938,-4.38708905129811
67,481,-0.000125311729260463,-0.000586534117422876,0.000594411293589779,-0.000213750569155244,0.950344323703333,-0.000213750569155248,0.00258231882205575,0.743897497597479,0.743892927087781,0.179023099752799,0.000949966522607859,-0.000250099226798826,2.94466585141548e-06,-0.0071602122775315,-0.00185932611788983,5.68149293452062e-06,-0.865101652400053,2.36204111517827,0.000597297014319986,1.0672802,1.0727832,0.00550300000000004,10.0973336666667,36.613281,29.613438,0.000145681477832546,1.06908265497537,4.79496969697167e-05,1.07133035272727,0.017394017,0.017789029,-0.000315680000000002,-3.9020082768535,-3.23170672084164,-3.22591294773818,-3.67009272019908,-0.0221190149309544,-3.67009272019907,-2.58799013925332,-0.128486902215713,-0.128489570531234,-0.747090927411648,-3.02229169924047,-3.60188765092253,-5.53096398003472,-2.14507410205053,-2.73064443014283,-5.24553752907249,-0.062932858451258,0.373287452947114,-3.22380965613455,0.0282784525439529,0.0305119637581349,-2.25940048718884,1.00420670776985,1.563638648749,1.47148883014356,-3.83659566158941,0.0290112835174922,-4.31921413311888,0.0299234094351999,-1.7596001098045,-1.74984775688801,-3.50075293209188
68,492,-8.31649040401203e-05,-0.000827793895350869,0.000560213295394753,-0.000277848301566778,0.961140199025829,-0.000277848301566781,0.00329746706884584,0.75052358455068,0.750518896902417,0.181432430247692,0.00117681921680096,-0.000356119469507656,4.22373523045714e-06,-0.00823245836549491,-0.00233554493965499,6.22573330819201e-06,-0.868220673223605,2.55980335145259,0.000281979615952555,1.0732793,1.079726,0.00646219999999986,10.1468843333334,34.906715,29.430504,0.000151092857142871,1.07597688669951,4.88145454545433e-05,1.07824068909091,0.017417014,0.01768863,-3.7203999999999e-05,-4.08005990925438,-3.08207778067168,-3.25164658839346,-3.55619225362912,-0.0172132583019988,-3.55619225362911,-2.48181953297339,-0.124635655880026,-0.124638368421209,-0.741285082111683,-2.92929024843614,-3.44840428224094,-5.37430331385385,-2.08447045699401,-2.63161177176887,-5.20580948713267,-0.0613698773777114,0.408206603335542,-3.54978228529515,0.0307127533402744,0.0333135593892225,-2.18961960503824,1.00633270978015,1.5429089801662,1.46879769949494,-3.82075606628149,0.0318029422535342,-4.31145075034566,0.0327157165801977,-1.75902629906886,-1.75230580227855,-4.42941036429721
